都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,医療機関の種類,住所,方書,lat,lon,電話番号,内線番号,FAX番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,URL,備考
472131,0000000247,沖縄県,うるま市,よしクリニック,ヨシクリニック,無床診療所,うるま市石川曙3丁目2番10号,,26.41924082,127.82513996,(098)982-5353,,,,,,,,,,,内科;外科;整形外科;皮膚科;肛門科,0,,
473243,0000000248,沖縄県,読谷村,よみたん眼科,ヨミタンガンカ,無床診療所,読谷村字大木324番地1,,26.38250943,127.74885778,(098)956-0100,,,,,,,,,,,眼科,0,,
472115,0000000249,沖縄県,沖縄市,兼城医院,カネシロイイン,無床診療所,沖縄市美原2丁目26番13号,,26.34671737,127.81903992,(098)929-3000,,,,,,,,,,,心療内科;精神科;神経科;内科,0,,
472115,0000000250,沖縄県,沖縄市,まつもと胃腸科整形外科医院,マツモトイチョウカセイケイゲカイイン,無床診療所,沖縄市松本1丁目21番23号,,26.35638587,127.81789532,(098)939-2115,,,,,,,,,,,胃腸科;整形外科;外科;内科;肛門科;皮膚科;リハビリテーション科,0,,
472051,0000000251,沖縄県,宜野湾市,いなふくクリニック,イナフククリニック,無床診療所,宜野湾市真栄原3丁目12番20号,,26.26333415,127.74351001,(098)890-5300,,,,,,,,,,,産婦人科;内科;心療内科,0,,
472131,0000000252,沖縄県,うるま市,平良川整形外科,タイラガワセイケイゲカ,無床診療所,うるま市字喜屋武169番地5,,26.36344119,127.84749255,(098)974-5670,,,,,,,,,,,整形外科,0,,
472115,0000000253,沖縄県,沖縄市,嘉数医院,カカズイイン,無床診療所,沖縄市諸見里1丁目26番2号,,26.32908240,127.79362545,(098)930-0090,,,,,,,,,,,内科;呼吸器科;アレルギー科;小児科,0,,
472051,0000000254,沖縄県,宜野湾市,ちゃたに内科・呼吸器科,チャタニナイカコキュウキカ,無床診療所,宜野湾市字宇地泊724番地2,,26.27241357,127.72945799,(098)898-7777,,,,,,,,,,,内科;呼吸器科,0,,
472131,0000000255,沖縄県,うるま市,しゅくみね内科,ショクミネナイカ,無床診療所,うるま市字赤道759番地1,,26.35941342,127.82153665,(098)975-1515,,,,,,,,,,,内科;消化器科;胃腸科;呼吸器科;循環器科,0,,
472115,0000000256,沖縄県,沖縄市,源河医院,ゲンカイイン,無床診療所,沖縄市中央1丁目18番7号,,26.33748177,127.80079419,(098)937-4976,,,,,,,,,,,内科;脳神経外科;リハビリテーション科,0,,
472051,0000000257,沖縄県,宜野湾市,喜屋武内科クリニツク,キャンナイカクリニック,無床診療所,宜野湾市嘉数2丁目1番1号,,26.25584861,127.73924675,(098)890-7715,,,,,,,,,,,内科;小児科;リウマチ科,0,,
472115,0000000258,沖縄県,沖縄市,美里女性クリニック,ミサトジョセイクリニック,有床診療所,沖縄市美原2丁目25番3号,,26.34697566,127.81767334,(098)929-3003,,,,,,,,,,,産婦人科;内科,0,,
472131,0000000259,沖縄県,うるま市,あさと整形クリニック,アサトセイケイクリニック,無床診療所,うるま市石川1丁目16番16号,,26.43090093,127.82464498,(098)982-5621,,,,,,,,,,,整形外科;リウマチ科;リハビリテーション科,0,,
472115,0000000260,沖縄県,沖縄市,中部産婦人科医院,チュウブサンフジンカイイン,有床診療所,沖縄市安慶田1丁目3番20号,,26.33794587,127.81211280,(098)937-8878,,,,,,,,,,,産科;婦人科,0,,
472131,0000000261,沖縄県,うるま市,よざ耳鼻咽喉科,ヨザジビインコウカ,無床診療所,うるま市字石川2381番地1,,26.43423135,127.82919446,(098)964-4133,,,,,,,,,,,耳鼻咽喉科,0,,
472131,0000000262,沖縄県,うるま市,ぐしけん眼科,グシケンガンカ,無床診療所,うるま市字具志川1371番1,,26.34490759,127.87259552,(098)975-1010,,,,,,,,,,,眼科,0,,
472131,0000000263,沖縄県,うるま市,しま小児科内科クリニック,シマショウニカナイカクリニック,無床診療所,うるま市安慶名3丁目23番24号,,26.37345416,127.85185579,(098)972-3788,,,,,,,,,,,小児科;内科;アレルギー科;皮膚科,0,,
472051,0000000264,沖縄県,宜野湾市,みみとはなの和クリニック,ミミトハナノカズクリニック,無床診療所,宜野湾市字宇地泊701番地,,26.27240245,127.72887749,(098)890-0753,,,,,,,,,,,耳鼻咽喉科,0,,
473243,0000000265,沖縄県,読谷村,医療法人そけん小児科,ソケンショウニカ,無床診療所,読谷村字波平2459番地,,26.39471606,127.72431479,(098)958-1544,,,,,,,,,,,小児科;皮膚科,0,,
472051,0000000266,沖縄県,宜野湾市,長濵眼科,ナガハマバンカ,無床診療所,宜野湾市字宇地泊701番地,,26.27240245,127.72887749,(098)870-2266,,,,,,,,,,,眼科,0,,
472131,0000000267,沖縄県,うるま市,具志川厚生園医務室,ウシカワコウセイエンイムシツ,無床診療所,うるま市字天願1983番地,,26.38331702,127.85085012,(098)972-6677,,,,,,,,,,,内科;精神科,0,,
472115,0000000268,沖縄県,沖縄市,安立医院,アダチイイン,無床診療所,沖縄市山内1丁目7番5号,,26.32738518,127.78676209,(098)933-6200,,,,,,,,,,,内科;人工透析内科;消化器内科,0,,
472051,0000000269,沖縄県,宜野湾市,いきいき耳鼻咽喉科クリニック,イキイキジビインコウカクリニック,無床診療所,宜野湾市長田1丁目1番3号,,26.26539552,127.76471932,(098)893-1187,,,,,,,,,,,耳鼻咽喉科,0,,
473111,0000000270,沖縄県,恩納村,恩納クリニック,オンナクリニック,無床診療所,恩納村字恩納6329番地,,26.48833000,127.84686345,(098)966-8115,,,,,,,,,,,内科;循環器科;胃腸科;呼吸器科;小児科,0,,
472115,0000000271,沖縄県,沖縄市,いしはら小児科,イシハラショウニカ,無床診療所,沖縄市美原4丁目27番15号,,26.35108083,127.81855374,(098)934-7666,,,,,,,,,,,小児科;アレルギー科,0,,
473146,0000000272,沖縄県,金武町,きんクリニック,キンクリニック,無床診療所,金武町字金武94番地,,26.45584022,127.92533072,(098)968-2145,,,,,,,,,,,内科;小児科;皮膚科,0,,
473111,0000000273,沖縄県,恩納村,特別養護老人ホーム谷茶の丘　雅（みやび）診療所,トクベツヨウゴロウジンホームタンチャノオカ　マサシ（ミヤビ）シンリョウジョ,無床診療所,恩納村字谷茶1919番地7,,26.45633213,127.82552723,(098)966-2323,,,,,,,,,,,内科;循環器科;胃腸科;呼吸器科,0,,
472051,0000000274,沖縄県,宜野湾市,西平医院,ニシヒライイン,無床診療所,宜野湾市赤道2丁目2番2号,,26.27267843,127.77266555,(098)896-1116,,,,,,,,,,,内科;呼吸器科;消化器科;循環器科;リハビリテーション科,0,,
473243,0000000275,沖縄県,読谷村,ゆんたんざクリニック,ユンタンザクリニック,無床診療所,読谷村字都屋245番地,,26.39281909,127.72806180,(098)956-1236,,,,,,,,,,,内科;小児科;ペインクリニック内科,0,,
472051,0000000276,沖縄県,宜野湾市,サンクリニック,サンクリニック,無床診療所,宜野湾市伊佐2丁目9番地35,,26.28751842,127.75447742,(098)898-3370,,,,,,,,,,,内科;外科;整形外科;胃腸科;リハビリテーション科,0,,
472115,0000000277,沖縄県,沖縄市,なかみねニュークリニック,ナカミネニュークリニック,無床診療所,沖縄市古謝二丁目21番29号,,26.33440220,127.83382772,(098)929-1000,,,,,,,,,,,内科;消化器科,0,,
472051,0000000278,沖縄県,宜野湾市,医療法人新美会　新垣形成外科 ,アラカキケイセイゲカ,無床診療所,宜野湾市字宇地泊729番地,,26.27260245,127.72980795,(098)870-2990,,,,,,,,,,,形成外科;美容外科,0,,
473278,0000000279,沖縄県,北中城村,名城眞治クリニック ,ナシロシンジクリニック ,無床診療所,北中城村字端慶覧646番地,,26.30111005,127.79314862,(098)931-0088,,,,,,,,,,,心療内科;精神科,0,,
472115,0000000280,沖縄県,沖縄市,みはら耳鼻咽喉科,ミハラジビインコウカ,無床診療所,沖縄市美原4丁目10番2号,,26.35049211,127.82480052,(098)929-2088,,,,,,,,,,,耳鼻咽喉科,0,,
472115,0000000281,沖縄県,沖縄市,桃山クリニック,モモヤマクリニック,無床診療所,沖縄市南桃原3丁目1番1号,,26.32119958,127.78401249,(098)930-2233,,,,,,,,,,,内科;胃腸内科,0,,
473243,0000000282,沖縄県,読谷村,よみたん救護園医務室,ヨミタンキュウゴエンイムシツ,無床診療所,読谷村字都屋167番地,,26.39355507,127.72514255,(098)956-4111,,,,,,,,,,,内科,0,,
472131,0000000283,沖縄県,うるま市,医療法人徳洲会　与勝あやはしクリニック　,ヨカツアヤハシクリニック,無床診療所,うるま市与那城屋慶名467番地111,,26.32917955,127.90333697,(098)983-0055,,,,,,,,,,,内科;外科;小児科;泌尿器科;リハビリテーション科;人工透析内科,0,,
473243,0000000284,沖縄県,読谷村,医療法人徳洲会　よみたんクリニック,ヨミタンクリニック,無床診療所,読谷村字長浜1774番地,,26.41447546,127.73201079,(098)958-5775,,,,,,,,,,,内科;外科;小児科;泌尿器科,0,,
473260,0000000285,沖縄県,北谷町,医療法人徳洲会　ハンビークリニック,ハンビークリニック,無床診療所,北谷町北前1丁目21番1号,,26.30167008,127.75830697,(098)926-3000,,,,,,,,,,,内科;外科;整形外科;形成外科;リハビリテーション科,0,,
472051,0000000286,沖縄県,宜野湾市,かりゆしクリニック,カリユシクリニック,無床診療所,宜野湾市嘉数4丁目25番15,,26.26190341,127.72883354,(098)898-0555,,,,,,,,,,,内科（循環器）;小児科;皮膚科,0,,
472115,0000000287,沖縄県,沖縄市,ガキヤ眼科医院,ガキヤガンカイイン,無床診療所,沖縄市胡屋1丁目1番6号,,26.33577638,127.80071923,(098)937-9902,,,,,,,,,,,眼科,0,,
472051,0000000288,沖縄県,宜野湾市,岡こどもクリニック,オカコドモクリニック,無床診療所,宜野湾市字宇地泊772番地1,,26.27373851,127.73192994,(098)942-9255,,,,,,,,,,,小児科,0,,
472051,0000000289,沖縄県,宜野湾市,早川眼科医院,ハヤカワガンカイイン,無床診療所,宜野湾市野嵩2丁目2番2号,,26.28292502,127.77916449,(098)893-8155,,,,,,,,,,,眼科,0,,
472051,0000000290,沖縄県,宜野湾市,光クリニック,ヒカリクリニック,無床診療所,宜野湾市嘉数2丁目2番1号　広栄メディカルビル2階,,26.25512645,127.73960786,(098)898-2233,,,,,,,,,,,内科;消化器内科,0,,
473251,0000000291,沖縄県,嘉手納町,ロクト整形Ｊ２,ロクトセイケイ,無床診療所,嘉手納町字屋良1063番地1,,26.36701989,127.77308713,(098)957-6910,,,,,,,,,,,整形外科;リハビリテーション科,0,,
472115,0000000292,沖縄県,沖縄市,山里整形外科,ヤマザトセイケイゲカ,無床診療所,沖縄市山里1丁目4番15号,,26.32304407,127.79208407,(098)933-1331,,,,,,,,,,,整形外科;形成外科,0,,
473286,0000000293,沖縄県,中城村,今井内科医院,イマイナイカイイン,無床診療所,中城村字南上原620番地1　33街区5画地,,26.25091374,127.77406639,(098)988-9946,,,,,,,,,,,内科;循環器内科,0,,
473111,0000000294,沖縄県,恩納村,啓子メンタルクリニック,ケイコメンタルクリニック,無床診療所,恩納村字真栄田2219番地,,26.43091325,127.75600566,(098)989-4146,,,,,,,,,,,精神科,0,,
472115,0000000295,沖縄県,沖縄市,おくま眼科,オクマガンカ,無床診療所,沖縄市高原7丁目28番1号,,26.31972295,127.82608136,(098)982-2181,,,,,,,,,,,眼科,0,,
472131,0000000296,沖縄県,うるま市,伊波クリニック　 ,イハクリニック,無床診療所,うるま市石川伊波431番地,,26.41906015,127.82052088,(098)964-5735,,,,,,,,,,,内科;小児科;皮膚科;放射線科;ペインクリニック内科,0,,
472131,0000000297,沖縄県,うるま市,みのり内科クリニック,ミノリナイカクリニック,無床診療所,うるま市石川2408番地,,26.43415915,127.82962221,(098)965-7770,,,,,,,,,,,内科;消化器内科;人工透析内科;小児科,0,,
473146,0000000298,沖縄県,金武町,おくまクリニック,オクマクリニック,無床診療所,金武町字金武4790番1,,26.45468466,127.92045617,(098)968-5017,,,,,,,,,,,内科;小児科;外科;整形外科;リハビリテーション科,0,,
472051,0000000299,沖縄県,宜野湾市,古堅ウィメンズクリニック,フルゲンウィメンズクリニック,有床診療所,宜野湾市字大謝名165番地,,26.27127492,127.73467984,(098)890-1600,,,,,,,,,,,産婦人科;皮膚科,0,,
472051,0000000300,沖縄県,宜野湾市,まえだ眼科,マエダガンカ,無床診療所,宜野湾市嘉数2丁目7番15号,,26.25577353,127.73572204,(098)890-5331,,,,,,,,,,,眼科,0,,
472115,0000000301,沖縄県,沖縄市,なおまさクリニック,ナオマサクリニック,無床診療所,沖縄市上地2丁目12番18号,,26.33195996,127.79558358,(098)989-9229,,,,,,,,,,,心療内科;神経科;精神科,0,,
472131,0000000302,沖縄県,うるま市,東山整形外科,アガリヤマセイケイゲカ,無床診療所,うるま市石川東山2丁目30番14号,,26.43506211,127.83878256,(098)963-0333,,,,,,,,,,,整形外科;リハビリテーション科;リウマチ科,0,,
472115,0000000303,沖縄県,沖縄市,医療法人白水会　明陽クリニック,イリョウホウジンシラミズカイ　メイヨウクリニック,無床診療所,沖縄市園田1丁目4番5号,,26.33161841,127.79884169,(098)930-7700,,,,,,,,,,,内科;消化器内科;胃腸内科;老年内科;内視鏡内科,0,,
473243,0000000304,沖縄県,読谷村,美ら浜皮フ科クリニック,チュラハマヒフカクリニック,無床診療所,読谷村字古堅673番地1,,26.36904400,127.74547506,(098)957-1112,,,,,,,,,,,皮膚科,0,,
472051,0000000305,沖縄県,宜野湾市,ひでき皮フ科美容クリニック,ヒデキヒフカビヨウクリニック,無床診療所,宜野湾市志真志1丁目15番23号,,26.25810726,127.76351694,(098)896-1111,,,,,,,,,,,皮膚科;美容皮膚科;内科;小児科,0,,
472115,0000000306,沖縄県,沖縄市,特別養護老人ホーム森城医務室,トクベツヨウゴロウジンホームモリシロイムシツ,無床診療所,沖縄市諸見里3丁目41番30号,,26.32862406,127.79119785,(098)989-3952,,,,,,,,,,,内科,0,,
472115,0000000307,沖縄県,沖縄市,琉和の森医務室,ルカズノモリイムシツ,無床診療所,沖縄市美里6丁目25番38号,,26.35135840,127.80825169,(098)989-9866,,,,,,,,,,,皮膚科;内科,0,,
473243,0000000308,沖縄県,読谷村,特別養護老人ホームちゅらゆんたんざ医務室,チュラユンタンザイムシツ,無床診療所,読谷村字座喜味2742番地3,,26.40519071,127.75766475,(098)989-6369,,,,,,,,,,,内科,0,,
472051,0000000309,沖縄県,宜野湾市,特別養護老人ホーム白浜の里愛誠園　,シラハマノサトアイセイエン,無床診療所,宜野湾市字宇地泊857番地,,26.27209423,127.73226612,(098)943-1199,,,,,,,,,,,内科,0,,
472131,0000000310,沖縄県,うるま市,たまき心療内科クリニック,タマキシンリョウナイカクリニック,無床診療所,うるま市字赤道260番地6,,26.35596943,127.83034159,(098)989-3566,,,,,,,,,,,心療内科;精神科,0,,
472131,0000000311,沖縄県,うるま市,おおみね眼科,オオミネガンカ,無床診療所,うるま市安慶名3丁目39番3号,,26.37154325,127.85196138,(098)974-3733,,,,,,,,,,,眼科,0,,
472115,0000000312,沖縄県,沖縄市,医療法人ヒフミ　桑江皮膚科医院,クワエヒフカイイン,無床診療所,沖縄市上地1丁目13番3号,,26.33279604,127.79793062,(098)933-2056,,,,,,,,,,,皮膚科,0,,
472131,0000000313,沖縄県,うるま市,いわした内科クリニック,イワシタナイカクリニック,無床診療所,うるま市安慶名1丁目2番11号,,26.37464853,127.85420832,(098)982-6666,,,,,,,,,,,内科;胃腸内科;糖尿病内科;循環器内科;呼吸器内科,0,,
472051,0000000314,沖縄県,宜野湾市,じのん整形外科クリニック,ジノンセイケイゲカクリニック,無床診療所,宜野湾市字宇地泊820番地,,26.27229972,127.73078567,(098)943-1115,,,,,,,,,,,整形外科;リハビリテーション科;リウマチ科,0,,
472051,0000000315,沖縄県,宜野湾市,しらはまクリニック,シラハマクリニック,無床診療所,宜野湾市伊佐3丁目9番19号,,26.29070705,127.75517720,(098)898-1671,,,,,,,,,,,皮膚科,0,,
472115,0000000316,沖縄県,沖縄市,医療法人芳醇の会　はた内科クリニック,ハタナイカクリニック,無床診療所,沖縄市美原3丁目22番8号,,26.35124469,127.81746771,(098)987-5201,,,,,,,,,,,内科,0,,
473260,0000000317,沖縄県,北谷町,あゆみ眼科,アユミガンカ,無床診療所,北谷町字桑江110番地,,26.31831869,127.76110038,(098)926-0660,,,,,,,,,,,眼科;小児眼科,0,,
473260,0000000318,沖縄県,北谷町,まちだクリニック,マチダクリニック,無床診療所,北谷町字上勢頭556番地3,,26.32879310,127.77588778,(098)921-7300,,,,,,,,,,,内視鏡内科;外科,0,,
473260,0000000319,沖縄県,北谷町,しんはま耳鼻科・形成外科・しんはま皮ふ科,シンハマジビカケイセイゲカシンハマヒフカ,無床診療所,北谷町伊平2丁目2番10号,,26.32732905,127.76421641,(098)936-4035,,,,,,,,,,,耳鼻咽喉科;形成外科;皮膚科,0,,
472115,0000000320,沖縄県,沖縄市,高原こころクリニック,タカハラココロクリニック,無床診療所,沖縄市高原6丁目4番9号,,26.32045902,127.82770341,(098)989-4002,,,,,,,,,,,心療内科;精神科,0,,
472051,0000000321,沖縄県,宜野湾市,さむら脳神経クリニック,サムラノウシンケイクリニック,無床診療所,宜野湾市嘉数2丁目2番1号　広栄メディカルビル1階,,26.25512645,127.73960786,(098)897-1177,,,,,,,,,,,脳神経外科;内科;小児科;整形外科;精神科;心療内科,0,,
472131,0000000322,沖縄県,うるま市,すながわ内科クリニック,スナガワナイカクリニック,無床診療所,うるま市字江洲600番地5,,26.34835911,127.83460815,(098)975-2525,,,,,,,,,,,内科;糖尿病内科;腎臓内科;呼吸器内科;循環器内科;人工透析内科;リハビリテーション科,0,,
472131,0000000323,沖縄県,うるま市,とくだ心療内科,トクダシンリョウナイカ,無床診療所,うるま市字江洲547番地2,,26.34968392,127.83042510,(098)963-8756,,,,,,,,,,,心療内科;精神科,0,,
473278,0000000324,沖縄県,北中城村,ファミリークリニックきたなかぐすく,ファミリークリニックキタナカグスク,無床診療所,北中城村字喜舎場360番地1,,26.30012127,127.79370139,(098)935-5517,,,,,,,,,,,内科;小児科;リハビリテーション科;整形外科;皮膚科;心療内科,0,,
473138,0000000325,沖縄県,宜野座村,特別養護老人ホームでいご園医務室,デイゴエンイムシツ,無床診療所,宜野座村字惣慶1295番地,,26.47522010,127.97098114,(098)968-8363,,,,,,,,,,,内科;外科;精神科,0,,
472115,0000000326,沖縄県,沖縄市,ヘシキ形成外科クリニック,ヘシキケイセイゲカクリニック,無床診療所,沖縄市泡瀬4丁目40番1号,,26.31493455,127.82703690,(098)930-5454,,,,,,,,,,,形成外科;美容外科;美容皮フ科,0,,
472051,0000000327,沖縄県,宜野湾市,特別養護老人ホーム福寿園医務室,トクベツヨウゴロウジンホームフクジュエンイムシツ,無床診療所,宜野湾市赤道2丁目7番2号,,26.27122575,127.77220177,(098)892-1333,,,,,,,,,,,内科,0,,
473286,0000000328,沖縄県,中城村,みなみクリニック,ミナミクリニック,無床診療所,中城村字南上原1072番地,,26.24471142,127.76836153,(098)943-2321,,,,,,,,,,,内科;呼吸器内科;外科,0,,
472115,0000000329,沖縄県,沖縄市,特別養護老人ホーム知花の里医務室,チバナノサトイムシツ,無床診療所,沖縄市知花5丁目23番16号,,26.36406839,127.81189002,(098)923-5020,,,,,,,,,,,内科,0,,
472115,0000000330,沖縄県,沖縄市,登川クリニック,ノボリカワクリニック,無床診療所,沖縄市登川2丁目24番2号,,26.36637942,127.82379461,(098)937-0123,,,,,,,,,,,内科;糖尿病内科;循環器内科;腎臓内科;人工透析内科,0,,
473286,0000000331,沖縄県,中城村,わくさん内科,ワクサンナイカ,無床診療所,中城村字屋宜597番地13,,26.27119585,127.79155563,(098)895-1900,,,,,,,,,,,内科;消化器内科;呼吸器内科,0,,
473146,0000000332,沖縄県,金武町,ＫＩＮスポーツ・整形クリニック,スポーツセイケイクリニック,無床診療所,金武町字金武10912番地,,26.45838491,127.94491226,(098)968-7700,,,,,,,,,,,整形外科;リハビリテーション科,0,,
473243,0000000333,沖縄県,読谷村,古堅南クリニック,フルゲンミナミクリニック,無床診療所,読谷村字古堅923番2,,26.37096327,127.74570556,(098)921-5677,,,,,,,,,,,泌尿器科;内科,0,,
472051,0000000334,沖縄県,宜野湾市,岩木クリニック,イワキクリニック,無床診療所,宜野湾市真栄原1丁目15番27号,,26.25657091,127.74583508,,,,,,,,,,,,眼科;内科,0,,
473111,0000000335,沖縄県,恩納村,OISTクリニック,クリニック,無床診療所,恩納村字谷茶1919番地1　センター棟B234,,26.46471489,127.82999883,(098)982-3446,,,,,,,,,,,精神科;心療内科,0,,
472115,0000000336,沖縄県,沖縄市,女性内科　オレンジ,ジョセイナイカオレンジ,無床診療所,沖縄市古謝津嘉山町30番22号　武ハウス1号室,,26.34391225,127.82932809,(098)921-3636,,,,,,,,,,,内科,0,,
472115,0000000337,沖縄県,沖縄市,あさとこどもクリニック　,アサトコドモクリニック,無床診療所,沖縄市古謝2丁目19番6号,,26.33329402,127.83576088,(098)921-2121,,,,,,,,,,,小児科,0,,
472131,0000000338,沖縄県,うるま市,なかよし眼科,ナカヨシガンカ,無床診療所,うるま市字宮里763番地1,,26.35173101,127.83469414,(098)974-7111,,,,,,,,,,,眼科,0,,
472115,0000000339,沖縄県,沖縄市,なかむら内科おなかクリニック,ナカムラナイカオナカクリニック,無床診療所,沖縄市比屋根6丁目27番17号　1階,,26.31815342,127.81487127,(098)930-3377,,,,,,,,,,,内科;胃腸内科,0,,
472115,0000000340,沖縄県,沖縄市,いくみ皮ふ科クリニック,イクミヒフカクリニック,無床診療所,沖縄市比屋根6丁目27番17号　2階,,26.31815342,127.81487127,(098)930-3322,,,,,,,,,,,皮膚科;美容皮膚科,0,,
473260,0000000341,沖縄県,北谷町,とうま整形外科クリニック,トウマセイケイゲカクリニック,無床診療所,北谷町桑江1丁目5番39号　2階,,26.32439338,127.77071886,(098)926-6677,,,,,,,,,,,整形外科;リハビリテーション科,0,,
473146,0000000342,沖縄県,金武町,ＫＩＮ放射線治療・健診クリニック,ホウシャセンチリョウケンシンクリニック,無床診療所,金武町字金武10897番地,,26.46027639,127.94483994,(098)968-4664,,,,,,,,,,,内科;眼科;脳神経外科;放射線科;消化器内科;外科;乳腺外科,0,,
472131,0000000343,沖縄県,うるま市,大伴医院,オオトモイイン,無床診療所,うるま市勝連南風原371番地4,,26.34173012,127.87154285,(098)978-5655,,,,,,,,,,,内科;産婦人科;小児科,0,,
472051,0000000344,沖縄県,宜野湾市,クリニック・シンフォニア,クリニックシンフォニア,無床診療所,宜野湾市上原1丁目18番13号　ハーモニーマンション1階,,26.27705041,127.77631502,(080)6493-3289,,,,,,,,,,,精神科;内科,0,,
473260,0000000345,沖縄県,北谷町,こばし内科クリニック,コバシナイカクリニック,無床診療所,北谷町桑江1丁目5番39号　1階,,26.32439338,127.77071886,(098)936-1111,,,,,,,,,,,内科;泌尿器科;皮膚科,0,,
472131,0000000346,沖縄県,うるま市,カヨウ眼科,カヨウガンカ,無床診療所,うるま市石川白浜2丁目13番12号,,26.42267942,127.82514256,(098)965-2020,,,,,,,,,,,眼科,0,,
472131,0000000347,沖縄県,うるま市,うるまこころのクリニック,ウルマココロノクリニック,無床診療所,うるま市字喜屋武546番地1,,26.36016367,127.84328193,(098)923-9999,,,,,,,,,,,精神科;心療内科,0,,
473286,0000000348,沖縄県,中城村,海風クリニック,カイフウクリニック,無床診療所,中城村字南上原1005番地2,,26.24529192,127.76864760,(098)870-3322,,,,,,,,,,,内科;消化器;内視鏡内科;外科;大腸;肛門外科,0,,
473243,0000000349,沖縄県,読谷村,かなさん内科クリニック,カナサンナイカクリニック,無床診療所,読谷村字古堅675番地,,26.36877180,127.74508066,(098)957-1933,,,,,,,,,,,内科;神経内科;リハビリテーション科,0,,
472115,0000000350,沖縄県,沖縄市,ゆいクリニック,ユイクリニック,有床診療所,沖縄市字登川2444番地3,,26.37047620,127.81902265,(098)989-3801,,,,,,,,,,,産婦人科;小児科,0,,
473243,0000000351,沖縄県,読谷村,地域密着型介護老人福祉施設紅華の森医務室,チイキミッチャクガタカイゴロウジンフクシシセツコウカノモリイムシツ,無床診療所,読谷村字座喜味1910番地2,,26.39363567,127.72725071,(098)987-8151,,,,,,,,,,,内科,0,,
472051,0000000352,沖縄県,宜野湾市,ふくやま整形外科,フクヤマセイケイゲカ,無床診療所,宜野湾市長田1丁目28番1号,,26.26246516,127.76206966,(098)894-1234,,,,,,,,,,,整形外科;リハビリテーション科,0,,
472131,0000000353,沖縄県,うるま市,しらはま内科,シラハマナイカ,無床診療所,うるま市石川白浜1丁目2番3号,,26.42749297,127.82741992,(098)965-0800,,,,,,,,,,,内科;呼吸器内科,0,,
472131,0000000354,沖縄県,うるま市,しろま内科クリニック,シロマナイカクリニック,無床診療所,うるま市字喜屋武546番地1,,26.36016367,127.84328193,(098)973-2500,,,,,,,,,,,内科;呼吸器内科,0,,
472115,0000000355,沖縄県,沖縄市,医療法人徳洲会　ソフィアクリニック,ソフィアクリニック,無床診療所,沖縄市安慶田3丁目11番30号　1階,,26.33024663,127.81267956,(098)923-2110,,,,,,,,,,,小児科;内科;外科,0,,
473243,0000000356,沖縄県,読谷村,医療法人高徳会　読谷松永眼科,ヨミタンマツナガガンカ,有床診療所,読谷村字波平256番地1,,26.40583734,127.73006678,(098)958-7271,,,,,,,,,,,眼科,0,,
472051,0000000357,沖縄県,宜野湾市,愛誠園クリニック,アイセイエンクリニック,無床診療所,宜野湾市伊佐3丁目26番8号,,26.29296527,127.75816297,(098)897-8231,,,,,,,,,,,内科,0,,
472051,0000000358,沖縄県,宜野湾市,ねたて内科クリニック,ネタテナイカクリニック,無床診療所,宜野湾市嘉数1丁目22番5号,,26.25892886,127.73773844,(098)890-1500,,,,,,,,,,,内科;脳神経内科;リハビリテーション科,0,,
472051,0000000359,沖縄県,宜野湾市,特別養護老人ホーム愛誠園（医務室）,アイセイエンイムシツ,無床診療所,宜野湾市伊佐3丁目26番8号,,26.29296527,127.75816297,(098)897-8231,,,,,,,,,,,内科,0,,
472115,0000000360,沖縄県,沖縄市,あきら整形外科クリニック,アキラセイケイゲカクリニック,無床診療所,沖縄市古謝2丁目19番5号,,26.33364120,127.83539980,(098)921-3330,,,,,,,,,,,整形外科;リハビリテーション科,0,,
472131,0000000361,沖縄県,うるま市,石川医院,イシカワイイン,無床診療所,うるま市石川2丁目21番5号,,26.42663742,127.82536180,(098)964-3049,,,,,,,,,,,内科;小児科,0,,
473286,0000000362,沖縄県,中城村,なかぐすく皮フ科クリニック,ナカグスクヒフカクリニック,無床診療所,中城村字南上原710番地　41街区12各画地,,26.24888608,127.77129725,(098)917-4509,,,,,,,,,,,皮膚科,0,,
473286,0000000363,沖縄県,中城村,わかば眼科,ワカバガンカ,無床診療所,中城村字南上原710番地　41街区12各画地,,26.24888608,127.77129725,(098)894-8102,,,,,,,,,,,皮膚科,0,,
472115,0000000364,沖縄県,沖縄市,おおやま泌尿器科クリニック,オオヤマヒニョウキカクリニック,無床診療所,沖縄市山里1丁目1番2号　304号室,,26.32383288,127.79235903,(098)931-1577,,,,,,,,,,,泌尿器科,0,,
472115,0000000365,沖縄県,沖縄市,しおひら内科・腎クリニック,シオヒラナイカジンクリニック,無床診療所,沖縄市山里1丁目1番2号　303号室,,26.32383288,127.79235903,(098)930-2112,,,,,,,,,,,内科;腎臓内科,0,,
472115,0000000366,沖縄県,沖縄市,三愛眼科,サンアイガンカ,無床診療所,沖縄市山内1丁目3番28号,,26.32640750,127.78708155,(098)933-3322,,,,,,,,,,,眼科,0,,
